"Town","FIPS","Year","Measure Type","Variable","Value"
"Barkhamsted","0900502760","1998","Number","Total",55
"Beacon Falls","0900903250","1998","Number","Total",73
"Berlin","0900304300","1998","Number","Total",396
"Bethany","0900904580","1998","Number","Total",64
"Bethel","0900104720","1998","Number","Total",165
"Bethlehem","0900504930","1998","Number","Total",17
"Bloomfield","0900305910","1998","Number","Total",595
"Bolton","0901306260","1998","Number","Total",64
"Bozrah","0901106820","1998","Number","Total",40
"Branford","0900907310","1998","Number","Total",981
"Bridgeport","0900108070","1998","Number","Total",9053
"Bridgewater","0900508210","1998","Number","Total",15
"Bristol","0900308490","1998","Number","Total",1646
"Brookfield","0900108980","1998","Number","Total",184
"Brooklyn","0901509190","1998","Number","Total",97
"Burlington","0900310100","1998","Number","Total",53
"Canaan","0900510940","1998","Number","Total",14
"Canterbury","0901512130","1998","Number","Total",44
"Canton","0900312270","1998","Number","Total",138
"Chaplin","0901513810","1998","Number","Total",56
"Cheshire","0900914160","1998","Number","Total",384
"Chester","0900714300","1998","Number","Total",42
"Clinton","0900715350","1998","Number","Total",278
"Colchester","0901115910","1998","Number","Total",178
"Colebrook","0900516050","1998","Number","Total",14
"Columbia","0901316400","1998","Number","Total",82
"Connecticut","09","1998","Number","Total",123988
"Cornwall","0900517240","1998","Number","Total",50
"Coventry","0901317800","1998","Number","Total",143
"Cromwell","0900718080","1998","Number","Total",323
"Danbury","0900118500","1998","Number","Total",2339
"Darien","0900118850","1998","Number","Total",330
"Deep River","0900719130","1998","Number","Total",119
"Derby","0900919550","1998","Number","Total",472
"Durham","0900720810","1998","Number","Total",110
"East Granby","0900322070","1998","Number","Total",49
"East Haddam","0900722280","1998","Number","Total",95
"East Hampton","0900722490","1998","Number","Total",171
"East Hartford","0900322630","1998","Number","Total",2321
"East Haven","0900922910","1998","Number","Total",880
"East Lyme","0901123400","1998","Number","Total",220
"East Windsor","0900324800","1998","Number","Total",354
"Eastford","0901521860","1998","Number","Total",13
"Easton","0900123890","1998","Number","Total",65
"Ellington","0901325360","1998","Number","Total",86
"Enfield","0900325990","1998","Number","Total",1119
"Essex","0900726270","1998","Number","Total",59
"Fairfield","0900126620","1998","Number","Total",2003
"Farmington","0900327600","1998","Number","Total",869
"Franklin","0901129910","1998","Number","Total",46
"Glastonbury","0900331240","1998","Number","Total",532
"Goshen","0900532290","1998","Number","Total",22
"Granby","0900332640","1998","Number","Total",195
"Greenwich","0900133620","1998","Number","Total",1030
"Griswold","0901133900","1998","Number","Total",170
"Groton","0901134250","1998","Number","Total",1104
"Guilford","0900934950","1998","Number","Total",463
"Haddam","0900735230","1998","Number","Total",92
"Hamden","0900935650","1998","Number","Total",2128
"Hampton","0901536000","1998","Number","Total",13
"Hartford","0900337070","1998","Number","Total",11955
"Hartland","0900337140","1998","Number","Total",13
"Harwinton","0900537280","1998","Number","Total",42
"Hebron","0901337910","1998","Number","Total",90
"Kent","0900540290","1998","Number","Total",45
"Killingly","0901540500","1998","Number","Total",362
"Killingworth","0900740710","1998","Number","Total",52
"Lebanon","0901142390","1998","Number","Total",80
"Ledyard","0901142600","1998","Number","Total",146
"Lisbon","0901143230","1998","Number","Total",42
"Litchfield","0900543370","1998","Number","Total",96
"Lyme","0901144210","1998","Number","Total",24
"Madison","0900944560","1998","Number","Total",251
"Manchester","0900344700","1998","Number","Total",2637
"Mansfield","0901344910","1998","Number","Total",293
"Marlborough","0900345820","1998","Number","Total",68
"Meriden","0900946520","1998","Number","Total",2005
"Middlebury","0900946940","1998","Number","Total",84
"Middlefield","0900747080","1998","Number","Total",76
"Middletown","0900747360","1998","Number","Total",1490
"Milford","0900947535","1998","Number","Total",2162
"Monroe","0900148620","1998","Number","Total",200
"Montville","0901148900","1998","Number","Total",233
"Morris","0900549460","1998","Number","Total",24
"Naugatuck","0900949950","1998","Number","Total",655
"New Britain","0900350440","1998","Number","Total",5042
"New Canaan","0900150580","1998","Number","Total",233
"New Fairfield","0900150860","1998","Number","Total",73
"New Hartford","0900551350","1998","Number","Total",92
"New Haven","0900952070","1998","Number","Total",13255
"New London","0901152350","1998","Number","Total",1511
"New Milford","0900552630","1998","Number","Total",541
"Newington","0900352140","1998","Number","Total",956
"Newtown","0900152980","1998","Number","Total",293
"Norfolk","0900553470","1998","Number","Total",26
"North Branford","0900953890","1998","Number","Total",239
"North Canaan","0900554030","1998","Number","Total",70
"North Haven","0900954870","1998","Number","Total",668
"North Stonington","0901155500","1998","Number","Total",106
"Norwalk","0900156060","1998","Number","Total",3603
"Norwich","0901156270","1998","Number","Total",1554
"Old Lyme","0901157040","1998","Number","Total",128
"Old Saybrook","0900757320","1998","Number","Total",308
"Orange","0900957600","1998","Number","Total",609
"Oxford","0900958300","1998","Number","Total",117
"Plainfield","0901559980","1998","Number","Total",331
"Plainville","0900360120","1998","Number","Total",631
"Plymouth","0900560750","1998","Number","Total",217
"Pomfret","0901561030","1998","Number","Total",27
"Portland","0900761800","1998","Number","Total",90
"Preston","0901162150","1998","Number","Total",62
"Prospect","0900962290","1998","Number","Total",81
"Putnam","0901562710","1998","Number","Total",72
"Redding","0900163480","1998","Number","Total",45
"Ridgefield","0900163970","1998","Number","Total",153
"Rocky Hill","0900365370","1998","Number","Total",440
"Roxbury","0900565930","1998","Number","Total",29
"Salem","0901166210","1998","Number","Total",51
"Salisbury","0900566420","1998","Number","Total",58
"Scotland","0901567400","1998","Number","Total",20
"Seymour","0900967610","1998","Number","Total",358
"Sharon","0900567960","1998","Number","Total",36
"Shelton","0900168170","1998","Number","Total",701
"Sherman","0900168310","1998","Number","Total",23
"Simsbury","0900368940","1998","Number","Total",278
"Somers","0901369220","1998","Number","Total",93
"South Windsor","0900371390","1998","Number","Total",285
"Southbury","0900969640","1998","Number","Total",268
"Southington","0900370550","1998","Number","Total",1155
"Sprague","0901171670","1998","Number","Total",31
"Stafford","0901372090","1998","Number","Total",206
"Stamford","0900173070","1998","Number","Total",4491
"Sterling","0901573420","1998","Number","Total",39
"Stonington","0901173770","1998","Number","Total",443
"Stratford","0900174190","1998","Number","Total",1531
"Suffield","0900374540","1998","Number","Total",125
"Thomaston","0900575730","1998","Number","Total",156
"Thompson","0901575870","1998","Number","Total",107
"Tolland","0901376290","1998","Number","Total",84
"Torrington","0900576570","1998","Number","Total",684
"Trumbull","0900177200","1998","Number","Total",1162
"Union","0901377830","1998","Number","Total",11
"Vernon","0901378250","1998","Number","Total",636
"Voluntown","0901178600","1998","Number","Total",28
"Wallingford","0900978740","1998","Number","Total",1174
"Warren","0900579510","1998","Number","Total",17
"Washington","0900579720","1998","Number","Total",41
"Waterbury","0900980070","1998","Number","Total",7187
"Waterford","0901180280","1998","Number","Total",786
"Watertown","0900580490","1998","Number","Total",396
"West Hartford","0900382590","1998","Number","Total",2081
"West Haven","0900982870","1998","Number","Total",2348
"Westbrook","0900781680","1998","Number","Total",141
"Weston","0900183430","1998","Number","Total",90
"Westport","0900183500","1998","Number","Total",710
"Wethersfield","0900384900","1998","Number","Total",534
"Willington","0901385950","1998","Number","Total",71
"Wilton","0900186370","1998","Number","Total",170
"Winchester","0900586440","1998","Number","Total",172
"Windham","0901586790","1998","Number","Total",275
"Windsor","0900387000","1998","Number","Total",705
"Windsor Locks","0900387070","1998","Number","Total",232
"Wolcott","0900987560","1998","Number","Total",319
"Woodbridge","0900987700","1998","Number","Total",165
"Woodbury","0900587910","1998","Number","Total",75
"Woodstock","0901588190","1998","Number","Total",69
"Andover","0901301080","1999","Number","Total",37
"Ansonia","0900901220","1999","Number","Total",425
"Ashford","0901501430","1999","Number","Total",48
"Avon","0900302060","1999","Number","Total",213
"Barkhamsted","0900502760","1999","Number","Total",43
"Beacon Falls","0900903250","1999","Number","Total",47
"Berlin","0900304300","1999","Number","Total",365
"Bethany","0900904580","1999","Number","Total",46
"Bethel","0900104720","1999","Number","Total",194
"Bethlehem","0900504930","1999","Number","Total",27
"Bloomfield","0900305910","1999","Number","Total",516
"Bolton","0901306260","1999","Number","Total",49
"Bozrah","0901106820","1999","Number","Total",46
"Branford","0900907310","1999","Number","Total",869
"Bridgeport","0900108070","1999","Number","Total",8285
"Bridgewater","0900508210","1999","Number","Total",21
"Bristol","0900308490","1999","Number","Total",1520
"Brookfield","0900108980","1999","Number","Total",174
"Brooklyn","0901509190","1999","Number","Total",108
"Burlington","0900310100","1999","Number","Total",57
"Canaan","0900510940","1999","Number","Total",20
"Canterbury","0901512130","1999","Number","Total",43
"Canton","0900312270","1999","Number","Total",114
"Chaplin","0901513810","1999","Number","Total",27
"Cheshire","0900914160","1999","Number","Total",380
"Chester","0900714300","1999","Number","Total",40
"Clinton","0900715350","1999","Number","Total",161
"Colchester","0901115910","1999","Number","Total",169
"Colebrook","0900516050","1999","Number","Total",21
"Columbia","0901316400","1999","Number","Total",73
"Connecticut","09","1999","Number","Total",111038
"Cornwall","0900517240","1999","Number","Total",36
"Coventry","0901317800","1999","Number","Total",153
"Cromwell","0900718080","1999","Number","Total",368
"Danbury","0900118500","1999","Number","Total",2268
"Darien","0900118850","1999","Number","Total",262
"Deep River","0900719130","1999","Number","Total",86
"Derby","0900919550","1999","Number","Total",417
"Durham","0900720810","1999","Number","Total",81
"East Granby","0900322070","1999","Number","Total",72
"East Haddam","0900722280","1999","Number","Total",95
"East Hampton","0900722490","1999","Number","Total",135
"East Hartford","0900322630","1999","Number","Total",1980
"East Haven","0900922910","1999","Number","Total",702
"East Lyme","0901123400","1999","Number","Total",253
"East Windsor","0900324800","1999","Number","Total",314
"Eastford","0901521860","1999","Number","Total",13
"Easton","0900123890","1999","Number","Total",73
"Ellington","0901325360","1999","Number","Total",110
"Enfield","0900325990","1999","Number","Total",1104
"Essex","0900726270","1999","Number","Total",64
"Fairfield","0900126620","1999","Number","Total",1570
"Farmington","0900327600","1999","Number","Total",922
"Franklin","0901129910","1999","Number","Total",39
"Glastonbury","0900331240","1999","Number","Total",481
"Goshen","0900532290","1999","Number","Total",31
"Granby","0900332640","1999","Number","Total",170
"Greenwich","0900133620","1999","Number","Total",865
"Griswold","0901133900","1999","Number","Total",133
"Groton","0901134250","1999","Number","Total",1045
"Guilford","0900934950","1999","Number","Total",425
"Haddam","0900735230","1999","Number","Total",67
"Hamden","0900935650","1999","Number","Total",1895
"Hampton","0901536000","1999","Number","Total",6
"Hartford","0900337070","1999","Number","Total",10261
"Hartland","0900337140","1999","Number","Total",8
"Harwinton","0900537280","1999","Number","Total",42
"Hebron","0901337910","1999","Number","Total",70
"Kent","0900540290","1999","Number","Total",36
"Killingly","0901540500","1999","Number","Total",361
"Killingworth","0900740710","1999","Number","Total",30
"Lebanon","0901142390","1999","Number","Total",63
"Ledyard","0901142600","1999","Number","Total",158
"Lisbon","0901143230","1999","Number","Total",36
"Litchfield","0900543370","1999","Number","Total",105
"Lyme","0901144210","1999","Number","Total",19
"Madison","0900944560","1999","Number","Total",183
"Manchester","0900344700","1999","Number","Total",2559
"Mansfield","0901344910","1999","Number","Total",266
"Marlborough","0900345820","1999","Number","Total",63
"Meriden","0900946520","1999","Number","Total",2201
"Middlebury","0900946940","1999","Number","Total",86
"Middlefield","0900747080","1999","Number","Total",50
"Middletown","0900747360","1999","Number","Total",1333
"Milford","0900947535","1999","Number","Total",2077
"Monroe","0900148620","1999","Number","Total",215
"Montville","0901148900","1999","Number","Total",261
"Morris","0900549460","1999","Number","Total",18
"Naugatuck","0900949950","1999","Number","Total",608
"New Britain","0900350440","1999","Number","Total",3963
"New Canaan","0900150580","1999","Number","Total",211
"New Fairfield","0900150860","1999","Number","Total",83
"New Hartford","0900551350","1999","Number","Total",61
"New Haven","0900952070","1999","Number","Total",12009
"New London","0901152350","1999","Number","Total",1266
"New Milford","0900552630","1999","Number","Total",488
"Newington","0900352140","1999","Number","Total",766
"Newtown","0900152980","1999","Number","Total",219
"Norfolk","0900553470","1999","Number","Total",19
"North Branford","0900953890","1999","Number","Total",135
"North Canaan","0900554030","1999","Number","Total",49
"North Haven","0900954870","1999","Number","Total",572
"North Stonington","0901155500","1999","Number","Total",96
"Norwalk","0900156060","1999","Number","Total",3609
"Norwich","0901156270","1999","Number","Total",1246
"Old Lyme","0901157040","1999","Number","Total",146
"Old Saybrook","0900757320","1999","Number","Total",192
"Orange","0900957600","1999","Number","Total",539
"Oxford","0900958300","1999","Number","Total",102
"Plainfield","0901559980","1999","Number","Total",402
"Plainville","0900360120","1999","Number","Total",566
"Plymouth","0900560750","1999","Number","Total",205
"Pomfret","0901561030","1999","Number","Total",20
"Portland","0900761800","1999","Number","Total",112
"Preston","0901162150","1999","Number","Total",51
"Prospect","0900962290","1999","Number","Total",64
"Putnam","0901562710","1999","Number","Total",77
"Redding","0900163480","1999","Number","Total",55
"Ridgefield","0900163970","1999","Number","Total",126
"Rocky Hill","0900365370","1999","Number","Total",345
"Roxbury","0900565930","1999","Number","Total",35
"Salem","0901166210","1999","Number","Total",52
"Salisbury","0900566420","1999","Number","Total",48
"Scotland","0901567400","1999","Number","Total",13
"Seymour","0900967610","1999","Number","Total",265
"Sharon","0900567960","1999","Number","Total",38
"Shelton","0900168170","1999","Number","Total",602
"Sherman","0900168310","1999","Number","Total",31
"Simsbury","0900368940","1999","Number","Total",241
"Somers","0901369220","1999","Number","Total",91
"South Windsor","0900371390","1999","Number","Total",264
"Southbury","0900969640","1999","Number","Total",212
